# NACA_1408
# Generated polar data using simplified physics model
# Re = 0.100 million, Mach = 0.00, Ncrit = 5.0
# alpha    CL          CD          CDp         CM       Top_Xtr   Bot_Xtr
  -5.00   -0.458802   +0.035657    0.000000    0.000000   0.000000   0.000000
  -4.50   -0.413022   +0.033670    0.000000    0.000000   0.000000   0.000000
  -4.00   -0.367210   +0.032050    0.000000    0.000000   0.000000   0.000000
  -3.50   -0.321370   +0.030797    0.000000    0.000000   0.000000   0.000000
  -3.00   -0.275505   +0.029911    0.000000    0.000000   0.000000   0.000000
  -2.50   -0.229620   +0.029267    0.000000    0.000000   0.000000   0.000000
  -2.00   -0.183717   +0.028739    0.000000    0.000000   0.000000   0.000000
  -1.50   -0.137800   +0.028329    0.000000    0.000000   0.000000   0.000000
  -1.00   -0.091872   +0.028036    0.000000    0.000000   0.000000   0.000000
  -0.50   -0.045938   +0.027861    0.000000    0.000000   0.000000   0.000000
  +0.00   +0.000000   +0.027802    0.000000    0.000000   0.000000   0.000000
  +0.50   +0.045938   +0.027861    0.000000    0.000000   0.000000   0.000000
  +1.00   +0.091872   +0.028036    0.000000    0.000000   0.000000   0.000000
  +1.50   +0.137800   +0.028329    0.000000    0.000000   0.000000   0.000000
  +2.00   +0.183717   +0.028739    0.000000    0.000000   0.000000   0.000000
  +2.50   +0.229620   +0.029267    0.000000    0.000000   0.000000   0.000000
  +3.00   +0.275505   +0.029911    0.000000    0.000000   0.000000   0.000000
  +3.50   +0.321370   +0.030672    0.000000    0.000000   0.000000   0.000000
  +4.00   +0.367210   +0.031550    0.000000    0.000000   0.000000   0.000000
  +4.50   +0.413022   +0.032545    0.000000    0.000000   0.000000   0.000000
  +5.00   +0.458802   +0.033657    0.000000    0.000000   0.000000   0.000000
  +5.50   +0.504548   +0.034885    0.000000    0.000000   0.000000   0.000000
  +6.00   +0.550255   +0.036230    0.000000    0.000000   0.000000   0.000000
  +6.50   +0.595921   +0.037691    0.000000    0.000000   0.000000   0.000000
  +7.00   +0.641541   +0.039268    0.000000    0.000000   0.000000   0.000000
  +7.50   +0.687112   +0.040961    0.000000    0.000000   0.000000   0.000000
  +8.00   +0.732630   +0.042769    0.000000    0.000000   0.000000   0.000000
  +8.50   +0.778093   +0.044694    0.000000    0.000000   0.000000   0.000000
  +9.00   +0.823497   +0.046733    0.000000    0.000000   0.000000   0.000000
  +9.50   +0.868838   +0.048888    0.000000    0.000000   0.000000   0.000000
 +10.00   +0.914113   +0.051158    0.000000    0.000000   0.000000   0.000000
 +10.50   +0.959318   +0.053542    0.000000    0.000000   0.000000   0.000000
 +11.00   +4.515787   +0.056041    0.000000    0.000000   0.000000   0.000000
 +11.50   +1.049506   +0.058654    0.000000    0.000000   0.000000   0.000000
 +12.00   +1.094482   +0.061381    0.000000    0.000000   0.000000   0.000000
 +12.50   +1.139374   +0.064221    0.000000    0.000000   0.000000   0.000000
 +13.00   +1.184180   +0.067175    0.000000    0.000000   0.000000   0.000000
 +13.50   +1.228895   +0.070241    0.000000    0.000000   0.000000   0.000000
 +14.00   +1.273517   +0.073420    0.000000    0.000000   0.000000   0.000000
 +14.50   +1.310190   +0.076755    0.000000    0.000000   0.000000   0.000000
 +15.00   +1.317524   +0.079911    0.000000    0.000000   0.000000   0.000000
 +15.50   +1.327656   +0.083716    0.000000    0.000000   0.000000   0.000000
 +16.00   +1.340329   +0.088167    0.000000    0.000000   0.000000   0.000000
 +16.50   +1.355301   +0.093258    0.000000    0.000000   0.000000   0.000000
 +17.00   +1.372347   +0.098985    0.000000    0.000000   0.000000   0.000000
 +17.50   +1.391255   +0.105345    0.000000    0.000000   0.000000   0.000000
 +18.00   +1.411832   +0.112335    0.000000    0.000000   0.000000   0.000000
 +18.50   +1.433898   +0.119950    0.000000    0.000000   0.000000   0.000000
 +19.00   +1.457289   +0.128189    0.000000    0.000000   0.000000   0.000000
 +19.50   +1.481854   +0.137048    0.000000    0.000000   0.000000   0.000000
 +20.00   +1.507456   +0.146526    0.000000    0.000000   0.000000   0.000000
