NACA 65(4)-421 a=0.5
1.000000,-0.000000
0.978550,0.002898
0.957305,0.006838
0.936231,0.011610
0.915296,0.017003
0.894468,0.022804
0.873719,0.028863
0.853033,0.035124
0.832394,0.041540
0.811785,0.048058
0.791192,0.054623
0.770599,0.061188
0.749993,0.067714
0.729363,0.074162
0.708700,0.080502
0.687994,0.086704
0.667236,0.092728
0.646415,0.098531
0.625523,0.104077
0.604558,0.109336
0.583513,0.114272
0.562380,0.118816
0.541151,0.122888
0.519824,0.126423
0.498408,0.129362
0.476912,0.131663
0.455358,0.133322
0.433764,0.134342
0.412151,0.134746
0.390534,0.134562
0.368930,0.133824
0.347350,0.132567
0.325804,0.130819
0.304303,0.128591
0.282857,0.125889
0.261475,0.122712
0.240169,0.119062
0.218951,0.114928
0.197839,0.110284
0.176854,0.105101
0.156016,0.099349
0.135350,0.092992
0.114901,0.085963
0.094743,0.078157
0.074954,0.069459
0.055646,0.059738
0.037058,0.048702
0.019551,0.036012
0.004243,0.020808
-0.000000,0.000000
0.011884,-0.016425
0.029948,-0.025895
0.049024,-0.033217
0.068511,-0.039333
0.088272,-0.044527
0.108181,-0.049097
0.128217,-0.053078
0.148348,-0.056572
0.168541,-0.059687
0.188777,-0.062481
0.209053,-0.064970
0.229362,-0.067170
0.249700,-0.069095
0.270061,-0.070756
0.290441,-0.072160
0.310837,-0.073307
0.331246,-0.074199
0.351664,-0.074840
0.372089,-0.075226
0.392517,-0.075320
0.412945,-0.075075
0.433365,-0.074464
0.453769,-0.073474
0.474152,-0.072108
0.494511,-0.070411
0.514843,-0.068427
0.535148,-0.066185
0.555425,-0.063706
0.575675,-0.061020
0.595903,-0.058164
0.616110,-0.055170
0.636300,-0.052059
0.656473,-0.048844
0.676632,-0.045540
0.696778,-0.042162
0.716914,-0.038725
0.737045,-0.035253
0.757174,-0.031772
0.777304,-0.028297
0.797436,-0.024837
0.817574,-0.021405
0.837723,-0.018043
0.857891,-0.014796
0.878081,-0.011698
0.898300,-0.008768
0.918550,-0.006045
0.938839,-0.003655
0.959172,-0.001749
0.979557,-0.000481
1.000000,0.000000
