NACA 0010
1.000000,0.001050
0.979862,0.003373
0.959719,0.005644
0.939569,0.007862
0.919414,0.010030
0.899254,0.012148
0.879088,0.014217
0.858918,0.016238
0.838743,0.018212
0.818563,0.020139
0.798379,0.022019
0.778191,0.023854
0.757999,0.025644
0.737803,0.027388
0.717603,0.029087
0.697399,0.030740
0.677191,0.032349
0.656980,0.033909
0.636765,0.035420
0.616546,0.036878
0.596323,0.038281
0.576097,0.039627
0.555866,0.040912
0.535631,0.042134
0.515393,0.043289
0.495151,0.044373
0.474904,0.045384
0.454654,0.046313
0.434400,0.047156
0.414142,0.047906
0.393880,0.048555
0.373615,0.049098
0.353348,0.049524
0.333078,0.049824
0.312807,0.049989
0.292535,0.050010
0.272264,0.049873
0.251995,0.049561
0.231729,0.049054
0.211470,0.048332
0.191222,0.047374
0.170987,0.046148
0.150772,0.044615
0.130584,0.042729
0.110443,0.040417
0.090372,0.037596
0.070393,0.034133
0.050597,0.029771
0.031178,0.024040
0.012617,0.015854
0.000000,-0.000000
0.012963,-0.016072
0.031962,-0.024309
0.051800,-0.030072
0.072020,-0.034444
0.092416,-0.037910
0.112906,-0.040726
0.133466,-0.043023
0.154071,-0.044888
0.174702,-0.046395
0.195353,-0.047590
0.216018,-0.048514
0.236692,-0.049197
0.257372,-0.049662
0.278056,-0.049930
0.298741,-0.050020
0.319426,-0.049951
0.340110,-0.049735
0.360793,-0.049382
0.381474,-0.048901
0.402151,-0.048303
0.422824,-0.047596
0.443494,-0.046789
0.464160,-0.045887
0.484821,-0.044898
0.505479,-0.043829
0.526132,-0.042684
0.546782,-0.041469
0.567427,-0.040185
0.588068,-0.038837
0.608705,-0.037428
0.629338,-0.035961
0.649967,-0.034439
0.670592,-0.032863
0.691213,-0.031238
0.711831,-0.029564
0.732444,-0.027843
0.753053,-0.026075
0.773659,-0.024260
0.794260,-0.022397
0.814856,-0.020487
0.835448,-0.018529
0.856036,-0.016523
0.876619,-0.014467
0.897196,-0.012361
0.917768,-0.010204
0.938335,-0.007996
0.958896,-0.005735
0.979451,-0.003420
1.000000,-0.001050
