# NACA_66(2)-215
# Generated polar data using simplified physics model
# Re = 0.050 million, Mach = 0.00, Ncrit = 5.0
# alpha    CL          CD          CDp         CM       Top_Xtr   Bot_Xtr
  -5.00   -0.437362   +0.054879    0.000000    0.000000   0.000000   0.000000
  -4.50   -0.393721   +0.052928    0.000000    0.000000   0.000000   0.000000
  -4.00   -0.350050   +0.051341    0.000000    0.000000   0.000000   0.000000
  -3.50   -0.306352   +0.050117    0.000000    0.000000   0.000000   0.000000
  -3.00   -0.262631   +0.049255    0.000000    0.000000   0.000000   0.000000
  -2.50   -0.218890   +0.048632    0.000000    0.000000   0.000000   0.000000
  -2.00   -0.175132   +0.048122    0.000000    0.000000   0.000000   0.000000
  -1.50   -0.131360   +0.047726    0.000000    0.000000   0.000000   0.000000
  -1.00   -0.087579   +0.047442    0.000000    0.000000   0.000000   0.000000
  -0.50   -0.043791   +0.047272    0.000000    0.000000   0.000000   0.000000
  +0.00   +0.000000   +0.047216    0.000000    0.000000   0.000000   0.000000
  +0.50   +0.043791   +0.047272    0.000000    0.000000   0.000000   0.000000
  +1.00   +0.087579   +0.047442    0.000000    0.000000   0.000000   0.000000
  +1.50   +0.131360   +0.047726    0.000000    0.000000   0.000000   0.000000
  +2.00   +0.175132   +0.048122    0.000000    0.000000   0.000000   0.000000
  +2.50   +0.218890   +0.048632    0.000000    0.000000   0.000000   0.000000
  +3.00   +0.262631   +0.049255    0.000000    0.000000   0.000000   0.000000
  +3.50   +0.306352   +0.049992    0.000000    0.000000   0.000000   0.000000
  +4.00   +0.350050   +0.050841    0.000000    0.000000   0.000000   0.000000
  +4.50   +0.393721   +0.051803    0.000000    0.000000   0.000000   0.000000
  +5.00   +0.437362   +0.052879    0.000000    0.000000   0.000000   0.000000
  +5.50   +0.480970   +0.054067    0.000000    0.000000   0.000000   0.000000
  +6.00   +0.524542   +0.055367    0.000000    0.000000   0.000000   0.000000
  +6.50   +0.568073   +0.056780    0.000000    0.000000   0.000000   0.000000
  +7.00   +0.611561   +0.058306    0.000000    0.000000   0.000000   0.000000
  +7.50   +0.655003   +0.059943    0.000000    0.000000   0.000000   0.000000
  +8.00   +0.698394   +0.061693    0.000000    0.000000   0.000000   0.000000
  +8.50   +0.741733   +0.063555    0.000000    0.000000   0.000000   0.000000
  +9.00   +0.785015   +0.065528    0.000000    0.000000   0.000000   0.000000
  +9.50   +0.828237   +0.067613    0.000000    0.000000   0.000000   0.000000
 +10.00   +0.871396   +0.069809    0.000000    0.000000   0.000000   0.000000
 +10.50   +0.914489   +0.072116    0.000000    0.000000   0.000000   0.000000
 +11.00   +0.957512   +0.074534    0.000000    0.000000   0.000000   0.000000
 +11.50   +1.000462   +0.077062    0.000000    0.000000   0.000000   0.000000
 +12.00   +1.043336   +0.079701    0.000000    0.000000   0.000000   0.000000
 +12.50   +1.086131   +0.082450    0.000000    0.000000   0.000000   0.000000
 +13.00   +1.128843   +0.085309    0.000000    0.000000   0.000000   0.000000
 +13.50   +1.171469   +0.088277    0.000000    0.000000   0.000000   0.000000
 +14.00   +5.334569   +0.091354    0.000000    0.000000   0.000000   0.000000
 +14.50   +1.256450   +0.094790    0.000000    0.000000   0.000000   0.000000
 +15.00   +1.298798   +0.098834    0.000000    0.000000   0.000000   0.000000
 +15.50   +1.341048   +0.103487    0.000000    0.000000   0.000000   0.000000
 +16.00   +1.383195   +0.108748    0.000000    0.000000   0.000000   0.000000
 +16.50   +1.425237   +0.114616    0.000000    0.000000   0.000000   0.000000
 +17.00   +1.467171   +0.121092    0.000000    0.000000   0.000000   0.000000
 +17.50   +1.491418   +0.127646    0.000000    0.000000   0.000000   0.000000
 +18.00   +1.491955   +0.134075    0.000000    0.000000   0.000000   0.000000
 +18.50   +1.496012   +0.141184    0.000000    0.000000   0.000000   0.000000
 +19.00   +1.503218   +0.148962    0.000000    0.000000   0.000000   0.000000
 +19.50   +1.513235   +0.157402    0.000000    0.000000   0.000000   0.000000
 +20.00   +1.525756   +0.166495    0.000000    0.000000   0.000000   0.000000
